epoch,accuracy,loss,val_accuracy,val_loss
0,0.586452305316925,0.8614321351051331,0.670616090297699,0.6448614001274109
1,0.6884554624557495,0.6586021184921265,0.758293867111206,0.6088384985923767
2,0.7451238632202148,0.5620620846748352,0.7606635093688965,0.5822064876556396
3,0.7809699773788452,0.5116625428199768,0.7796208262443542,0.5606012344360352
4,0.8075909614562988,0.4526573121547699,0.8033175468444824,0.5411253571510315
5,0.8176067471504211,0.4327179491519928,0.8056871891021729,0.5228884220123291
6,0.8215603828430176,0.4250091016292572,0.8199052214622498,0.5074819326400757
7,0.8360569477081299,0.4021106958389282,0.8222748637199402,0.4922812581062317
8,0.8468634486198425,0.3703754246234894,0.8175355195999146,0.4774812161922455
9,0.8547707200050354,0.36185428500175476,0.829383909702301,0.46287405490875244
10,0.8579335808753967,0.34924542903900146,0.8388625383377075,0.44770899415016174
11,0.8505535125732422,0.34970155358314514,0.8341231942176819,0.43528053164482117
12,0.8610964417457581,0.32634854316711426,0.8412322402000427,0.42320558428764343
13,0.8682129383087158,0.32258954644203186,0.8364928960800171,0.4125341475009918
14,0.8697944283485413,0.3184155821800232,0.8412322402000427,0.40210747718811035
15,0.8790194988250732,0.30555805563926697,0.850710928440094,0.39137202501296997
16,0.8782287836074829,0.3011259138584137,0.850710928440094,0.3829899728298187
17,0.886135995388031,0.2967574894428253,0.8412322402000427,0.3736758530139923
18,0.8850817084312439,0.28129664063453674,0.8459715843200684,0.370158851146698
19,0.8911439180374146,0.27821439504623413,0.8459715843200684,0.3631421625614166
20,0.88376384973526,0.28845056891441345,0.8483412265777588,0.3557836413383484
21,0.8948339223861694,0.2708738446235657,0.850710928440094,0.3527414798736572
22,0.892988920211792,0.2683802843093872,0.850710928440094,0.35145801305770874
23,0.8924617767333984,0.266058087348938,0.8483412265777588,0.34562966227531433
24,0.9006325602531433,0.25379320979118347,0.8554502129554749,0.34285661578178406
25,0.8987875580787659,0.2527042031288147,0.850710928440094,0.344524085521698
26,0.9008961319923401,0.2529173791408539,0.8459715843200684,0.3410058915615082
27,0.9040590524673462,0.2501526176929474,0.8483412265777588,0.33864307403564453
28,0.9109119772911072,0.2371658980846405,0.8483412265777588,0.34012413024902344
29,0.9059040546417236,0.22957950830459595,0.8483412265777588,0.33846166729927063
30,0.9109119772911072,0.2346154898405075,0.8459715843200684,0.3394610583782196
31,0.9064311981201172,0.22891302406787872,0.8578199148178101,0.3415142595767975
32,0.919082760810852,0.21670466661453247,0.8578199148178101,0.3413877487182617
33,0.9196099042892456,0.2216353863477707,0.850710928440094,0.34136271476745605
34,0.9185556173324585,0.2137979418039322,0.850710928440094,0.34184977412223816
35,0.919082760810852,0.20957933366298676,0.8649289011955261,0.3439483046531677
36,0.9161834716796875,0.21756242215633392,0.850710928440094,0.3423506021499634
37,0.9217184782028198,0.20459674298763275,0.8601895570755005,0.3409367501735687
38,0.9261992573738098,0.1965976357460022,0.8554502129554749,0.34424877166748047
39,0.9285714030265808,0.1908605396747589,0.8554502129554749,0.34593743085861206
40,0.923563539981842,0.20792680978775024,0.8578199148178101,0.3438098132610321
